workerid,condition,browser,gender,age,showEarlierWheelFirst,order.1,order.2,order.3,order.4,order.5,askAboutLeftWheelFirst.1,askAboutLeftWheelFirst.2,askAboutLeftWheelFirst.3,askAboutLeftWheelFirst.4,askAboutLeftWheelFirst.5,showFirstOfPairFirst.1,showFirstOfPairFirst.2,showFirstOfPairFirst.3,showFirstOfPairFirst.4,showFirstOfPairFirst.5,spinnerPairID.1,spinnerPairID.2,spinnerPairID.3,spinnerPairID.4,spinnerPairID.5,spinnerPairCode.1,spinnerPairCode.2,spinnerPairCode.3,spinnerPairCode.4,spinnerPairCode.5,spinnerID_1.1,spinnerID_1.2,spinnerID_1.3,spinnerID_1.4,spinnerID_1.5,payoff1_1.1,payoff1_1.2,payoff1_1.3,payoff1_1.4,payoff1_1.5,payoff2_1.1,payoff2_1.2,payoff2_1.3,payoff2_1.4,payoff2_1.5,payoff3_1.1,payoff3_1.2,payoff3_1.3,payoff3_1.4,payoff3_1.5,prob1_1.1,prob1_1.2,prob1_1.3,prob1_1.4,prob1_1.5,prob2_1.1,prob2_1.2,prob2_1.3,prob2_1.4,prob2_1.5,prob3_1.1,prob3_1.2,prob3_1.3,prob3_1.4,prob3_1.5,winChoice_1.1,winChoice_1.2,winChoice_1.3,winChoice_1.4,winChoice_1.5,win_1.1,win_1.2,win_1.3,win_1.4,win_1.5,winProb_1.1,winProb_1.2,winProb_1.3,winProb_1.4,winProb_1.5,spinnerID_2.1,spinnerID_2.2,spinnerID_2.3,spinnerID_2.4,spinnerID_2.5,payoff1_2.1,payoff1_2.2,payoff1_2.3,payoff1_2.4,payoff1_2.5,payoff2_2.1,payoff2_2.2,payoff2_2.3,payoff2_2.4,payoff2_2.5,payoff3_2.1,payoff3_2.2,payoff3_2.3,payoff3_2.4,payoff3_2.5,prob1_2.1,prob1_2.2,prob1_2.3,prob1_2.4,prob1_2.5,prob2_2.1,prob2_2.2,prob2_2.3,prob2_2.4,prob2_2.5,prob3_2.1,prob3_2.2,prob3_2.3,prob3_2.4,prob3_2.5,winChoice_2.1,winChoice_2.2,winChoice_2.3,winChoice_2.4,winChoice_2.5,win_2.1,win_2.2,win_2.3,win_2.4,win_2.5,winProb_2.1,winProb_2.2,winProb_2.3,winProb_2.4,winProb_2.5,angleProportion_1.1,angleProportion_1.2,angleProportion_1.3,angleProportion_1.4,angleProportion_1.5,angleProportion_2.1,angleProportion_2.2,angleProportion_2.3,angleProportion_2.4,angleProportion_2.5,attentionCheck1.1,attentionCheck1.2,attentionCheck1.3,attentionCheck1.4,attentionCheck1.5,attentionCheck2.1,attentionCheck2.2,attentionCheck2.3,attentionCheck2.4,attentionCheck2.5,attentionCheck1Time.1,attentionCheck1Time.2,attentionCheck1Time.3,attentionCheck1Time.4,attentionCheck1Time.5,attentionCheck2Time.1,attentionCheck2Time.2,attentionCheck2Time.3,attentionCheck2Time.4,attentionCheck2Time.5,reactionTime.1,reactionTime.2,reactionTime.3,reactionTime.4,reactionTime.5,happy1.1,happy1.2,happy1.3,happy1.4,happy1.5,sad1.1,sad1.2,sad1.3,sad1.4,sad1.5,content1.1,content1.2,content1.3,content1.4,content1.5,disapp1.1,disapp1.2,disapp1.3,disapp1.4,disapp1.5,relief1.1,relief1.2,relief1.3,relief1.4,relief1.5,regret1.1,regret1.2,regret1.3,regret1.4,regret1.5,happy2.1,happy2.2,happy2.3,happy2.4,happy2.5,sad2.1,sad2.2,sad2.3,sad2.4,sad2.5,content2.1,content2.2,content2.3,content2.4,content2.5,disapp2.1,disapp2.2,disapp2.3,disapp2.4,disapp2.5,relief2.1,relief2.2,relief2.3,relief2.4,relief2.5,regret2.1,regret2.2,regret2.3,regret2.4,regret2.5,happy3.1,happy3.2,happy3.3,happy3.4,happy3.5,sad3.1,sad3.2,sad3.3,sad3.4,sad3.5,content3.1,content3.2,content3.3,content3.4,content3.5,disapp3.1,disapp3.2,disapp3.3,disapp3.4,disapp3.5,relief3.1,relief3.2,relief3.3,relief3.4,relief3.5,regret3.1,regret3.2,regret3.3,regret3.4,regret3.5
68,1,Chrome,M,27,0,1,2,3,4,5,0,0,1,1,0,0,0,0,1,0,8,5,10,1,6,22,13,33,12,31,50,15,18,4,46,50,30,25,10,55,75,50,60,35,70,90,95,100,75,85,0.32,0.3,0.43,0.5,0.26,0.5,0.3,0.35,0.31,0.53,0.18,0.4,0.22,0.19,0.21,2,3,3,1,1,75,95,100,10,55,0.5,0.4,0.22,0.5,0.26,11,37,9,11,21,20,20,15,20,25,45,50,70,45,45,70,90,80,70,80,0.41,0.28,0.45,0.41,0.3,0.35,0.19,0.29,0.35,0.3,0.24,0.53,0.26,0.24,0.4,2,1,3,2,3,45,20,80,45,80,0.35,0.28,0.26,0.35,0.4,0.798,0.392,0.65,0.391,0.081,0.583,0.779,0.537,0.681,0.45,75,95,100,10,55,45,20,80,45,80,2,2,2,2,2,10,10,10,10,10,98231,56084,53665,57785,60290,6,9,9,2,4,1,1,1,5,2,8,9,9,1,3,2,1,1,8,7,6,6,8,1,1,1,1,1,7,5,4,1,9,4,9,2,5,1,3,1,6,1,9,5,9,3,9,1,3,1,3,1,9,2,7,2,8,1,4,1,6,7,9,3,6,1,3,1,5,2,6,6,9,2,7,3,3,1,6,3,4,2,8,1,3,2,4,1,5,2
69,1,Chrome,F,40,1,1,2,3,4,5,1,0,0,1,0,1,1,1,1,0,2,10,1,8,9,21,33,12,22,22,41,9,4,11,29,0,15,10,20,40,40,70,35,45,65,95,80,75,70,100,0.27,0.45,0.5,0.41,0.38,0.4,0.29,0.31,0.35,0.34,0.33,0.26,0.19,0.24,0.28,2,3,1,2,2,40,80,10,45,65,0.4,0.26,0.5,0.35,0.34,31,18,11,50,26,45,25,20,50,15,60,60,45,75,50,90,100,70,90,75,0.54,0.43,0.41,0.32,0.24,0.3,0.35,0.35,0.5,0.4,0.16,0.22,0.24,0.18,0.36,1,3,2,2,2,45,100,45,75,50,0.54,0.22,0.35,0.5,0.4,0.302,0.576,0.4,0.241,0.685,1,0.659,0.994,0.035,0.488,40,80,10,45,65,45,100,45,75,50,10,2,10,10,10,2,10,2,2,2,119800,48254,62458,64649,46565,7,8,3,7,7,2,1,4,3,1,6,9,2,7,6,3,1,8,2,3,6,9,2,7,6,4,1,8,3,3,6,9,6,7,7,4,1,3,2,1,5,9,5,7,6,5,1,3,3,4,4,9,4,7,7,4,1,3,2,2,6,9,3,7,6,3,1,4,1,1,5,9,4,7,5,4,1,6,4,4,6,9,5,6,7,4,1,7,3,2
70,1,Chrome,M,20,1,1,2,3,4,5,1,0,1,0,0,0,1,1,0,1,3,6,7,10,1,23,31,11,33,12,3,21,43,18,4,0,25,10,25,10,30,45,50,60,35,60,80,75,100,75,0.41,0.3,0.55,0.43,0.5,0.37,0.3,0.28,0.35,0.31,0.22,0.4,0.17,0.22,0.19,3,3,1,3,1,60,80,10,100,10,0.22,0.4,0.55,0.22,0.5,8,46,19,9,11,15,55,25,15,20,70,70,45,70,45,80,85,80,80,70,0.49,0.26,0.31,0.45,0.41,0.27,0.53,0.32,0.29,0.35,0.24,0.21,0.37,0.26,0.24,2,1,1,3,2,70,55,25,80,45,0.27,0.26,0.31,0.26,0.35,0.285,0.363,0.766,0.206,0.248,0.689,0.235,0.768,0.858,0.45,60,80,10,100,10,70,55,25,80,45,10,2,10,10,10,2,2,2,2,2,57967,55216,51579,38648,113592,9,9,3,9,3,1,1,7,1,7,9,9,4,9,3,1,1,7,1,7,9,9,2,9,1,1,1,8,1,9,8,4,3,9,7,1,6,7,1,3,9,3,3,9,6,2,7,7,1,4,7,2,2,9,8,2,8,8,1,4,9,7,2,9,8,1,3,8,1,2,9,9,2,9,7,1,3,8,1,4,9,8,2,9,6,1,3,9,1,4
71,1,Safari,F,18,1,1,2,3,4,5,1,1,0,0,1,1,0,1,1,0,5,7,9,3,6,13,11,22,23,31,37,19,26,8,46,20,25,15,15,55,50,45,50,70,70,90,80,75,80,85,0.28,0.31,0.24,0.49,0.26,0.19,0.32,0.4,0.27,0.53,0.53,0.37,0.36,0.24,0.21,1,1,2,2,1,20,25,50,70,55,0.28,0.31,0.4,0.27,0.26,15,43,29,3,21,30,10,40,0,25,50,50,65,30,45,95,75,100,60,80,0.3,0.55,0.38,0.41,0.3,0.3,0.28,0.34,0.37,0.3,0.4,0.17,0.28,0.22,0.4,3,1,2,3,3,95,10,65,60,80,0.4,0.55,0.34,0.22,0.4,0.494,0.869,0.323,0.064,0.012,0.234,0.762,0.036,0.799,0.182,20,25,50,70,55,95,10,65,60,80,10,10,10,10,10,2,2,2,2,2,108174,65741,59862,79094,78327,4,3,6,5,6,1,2,3,2,4,4,3,5,4,6,5,3,5,4,4,1,2,3,3,5,2,2,3,2,3,9,3,5,8,9,1,1,3,3,1,9,2,6,7,9,1,9,4,1,1,9,2,5,3,8,1,5,3,3,1,9,4,6,8,8,1,3,5,3,2,9,3,6,6,7,1,7,4,3,2,9,2,4,8,2,1,5,5,3,4
72,1,Chrome,F,29,0,1,2,3,4,5,1,1,1,0,0,0,1,0,0,0,9,3,6,1,4,22,23,31,12,32,29,8,46,11,23,40,15,55,20,20,65,70,70,45,60,100,80,85,70,90,0.38,0.49,0.26,0.41,0.34,0.34,0.27,0.53,0.35,0.22,0.28,0.24,0.21,0.24,0.44,2,2,1,2,2,65,70,55,45,60,0.34,0.27,0.26,0.35,0.22,26,3,21,4,36,15,0,25,10,30,50,30,45,35,50,75,60,80,75,90,0.24,0.41,0.3,0.5,0.39,0.4,0.37,0.3,0.31,0.25,0.36,0.22,0.4,0.19,0.36,2,3,3,1,3,50,60,80,10,90,0.4,0.22,0.4,0.5,0.36,0.796,0.136,0.782,0.661,0.104,0.767,0.452,0.653,0.848,0.863,65,70,55,45,60,50,60,80,10,90,2,2,2,2,2,10,10,10,10,10,89858,45854,42341,57443,41299,7,8,6,6,6,2,1,3,2,1,8,6,4,5,4,2,1,5,3,2,5,4,3,4,3,3,2,5,2,2,7,8,9,3,9,1,1,1,7,1,7,1,1,4,1,1,1,1,7,1,5,4,4,3,2,2,1,1,5,1,6,8,7,5,8,1,1,1,3,1,6,1,1,5,5,1,1,1,4,1,4,4,4,3,3,2,2,2,4,1
73,1,Chrome,F,22,1,1,2,3,4,5,0,1,1,0,0,1,1,1,0,1,8,10,2,3,4,22,33,21,23,32,11,9,41,3,36,20,15,0,0,30,45,70,40,30,50,70,80,95,60,90,0.41,0.45,0.27,0.41,0.39,0.35,0.29,0.4,0.37,0.25,0.24,0.26,0.33,0.22,0.36,2,3,2,3,3,45,80,40,60,90,0.35,0.26,0.4,0.22,0.36,50,18,31,8,23,50,25,45,15,20,75,60,60,70,60,90,100,90,80,90,0.32,0.43,0.54,0.49,0.34,0.5,0.35,0.3,0.27,0.22,0.18,0.22,0.16,0.24,0.44,2,3,1,2,2,75,100,45,70,60,0.5,0.22,0.54,0.27,0.22,0.997,0.62,0.555,0.438,0.139,0.537,0.183,0.637,0.121,0.402,45,80,40,60,90,75,100,45,70,60,10,10,10,10,10,2,2,2,2,2,144905,72561,80399,77297,77789,9,9,7,9,9,1,1,1,1,1,9,9,7,9,9,1,1,1,1,1,9,9,9,9,9,1,1,1,1,1,9,9,8,9,8,1,1,1,1,1,9,9,8,9,8,1,1,1,1,1,9,9,9,9,9,1,1,1,1,1,9,9,9,9,9,1,1,1,1,1,9,9,9,9,9,1,1,1,1,1,9,9,9,9,9,1,1,1,1,1
74,1,Chrome,M,30,1,1,2,3,4,5,1,0,1,0,1,1,1,1,1,0,6,5,1,2,10,31,13,12,21,33,21,37,4,41,18,25,20,10,0,25,45,50,35,40,60,80,90,75,95,100,0.3,0.28,0.5,0.27,0.43,0.3,0.19,0.31,0.4,0.35,0.4,0.53,0.19,0.33,0.22,3,1,1,2,3,80,20,10,40,100,0.4,0.28,0.5,0.4,0.22,46,15,11,31,9,55,30,20,45,15,70,50,45,60,70,85,95,70,90,80,0.26,0.3,0.41,0.54,0.45,0.53,0.3,0.35,0.3,0.29,0.21,0.4,0.24,0.16,0.26,1,3,2,1,3,55,95,45,45,80,0.26,0.4,0.35,0.54,0.26,0.055,0.364,0.722,0.993,0.404,0.88,0.103,0.711,0.839,0.894,80,20,10,40,100,55,95,45,45,80,10,10,10,10,10,2,2,2,2,2,60253,63125,40102,51046,40623,7,1,1,6,9,1,6,6,2,1,8,1,1,7,9,1,8,7,1,1,6,1,1,8,8,1,4,6,1,1,3,7,5,5,9,5,1,3,3,1,1,8,4,4,9,8,1,2,5,1,1,6,4,2,9,5,1,2,1,1,5,7,6,6,9,2,2,3,4,1,6,5,7,7,9,4,2,3,3,1,3,7,6,5,9,5,2,3,2,1
75,1,Mozilla,F,27,1,1,2,3,4,5,0,1,1,0,0,1,1,1,1,1,3,4,2,9,7,23,32,21,22,11,8,36,41,26,43,15,30,0,15,10,70,50,40,50,50,80,90,95,75,75,0.49,0.39,0.27,0.24,0.55,0.27,0.25,0.4,0.4,0.28,0.24,0.36,0.33,0.36,0.17,2,3,2,2,1,70,90,40,50,10,0.27,0.36,0.4,0.4,0.55,3,23,31,29,19,0,20,45,40,25,30,60,60,65,45,60,90,90,100,80,0.41,0.34,0.54,0.38,0.31,0.37,0.22,0.3,0.34,0.32,0.22,0.44,0.16,0.28,0.37,3,2,1,2,1,60,60,45,65,25,0.22,0.22,0.54,0.34,0.31,0.345,0.227,0.139,0.454,0.921,0.412,0.949,0.935,0.542,0.546,70,90,40,50,10,60,60,45,65,25,10,10,10,10,10,2,2,2,2,2,102623,59635,55433,60697,67018,9,9,5,8,4,1,1,1,1,3,8,9,7,8,4,2,1,1,1,4,8,9,8,8,6,1,1,1,1,1,9,9,6,7,3,1,1,1,1,3,8,9,8,7,3,1,1,1,1,3,8,9,7,9,3,1,1,1,1,1,8,9,6,7,4,1,1,1,1,1,9,9,6,8,4,1,1,1,1,1,9,9,6,8,5,1,1,1,1,1
76,1,Chrome,M,28,1,1,2,3,4,5,1,0,0,0,1,1,1,1,0,1,8,4,7,3,2,22,32,11,23,21,11,36,43,3,41,20,30,10,0,0,45,50,50,30,40,70,90,75,60,95,0.41,0.39,0.55,0.41,0.27,0.35,0.25,0.28,0.37,0.4,0.24,0.36,0.17,0.22,0.33,2,3,1,3,2,45,90,10,60,40,0.35,0.36,0.55,0.22,0.4,50,23,19,8,31,50,20,25,15,45,75,60,45,70,60,90,90,80,80,90,0.32,0.34,0.31,0.49,0.54,0.5,0.22,0.32,0.27,0.3,0.18,0.44,0.37,0.24,0.16,2,2,1,2,1,75,60,25,70,45,0.5,0.22,0.31,0.27,0.54,0.307,0.723,0.426,0.75,0.78,0.681,0.187,0.916,0.512,0.67,$45 ,$90 ,$10 ,$60 ,$40 ,$75 ,$60 ,$25 ,$70 ,45,10,10,10,10,10,2,2,2,2,2,162406,92421,76738,58027,72629,6,9,2,9,7,2,1,7,1,3,9,9,3,9,7,4,1,8,1,3,5,9,1,9,7,6,1,8,1,3,7,7,2,8,3,4,5,7,2,7,6,4,3,8,3,7,8,8,2,7,5,5,2,8,3,7,5,2,2,7,7,7,2,8,3,4,6,7,2,7,8,5,3,8,3,7,7,7,2,7,5,5,3,8,3,5,5,7,2,7
77,1,Safari,F,55,0,1,2,3,4,5,0,0,1,1,1,1,0,0,1,0,6,3,5,7,9,31,23,13,11,22,21,3,15,43,29,25,0,30,10,40,45,30,50,50,65,80,60,95,75,100,0.3,0.41,0.3,0.55,0.38,0.3,0.37,0.3,0.28,0.34,0.4,0.22,0.4,0.17,0.28,3,3,3,1,2,80,60,95,10,65,0.4,0.22,0.4,0.55,0.34,46,8,37,19,26,55,15,20,25,15,70,70,50,45,50,85,80,90,80,75,0.26,0.49,0.28,0.31,0.24,0.53,0.27,0.19,0.32,0.4,0.21,0.24,0.53,0.37,0.36,1,2,1,1,2,55,70,20,25,50,0.26,0.27,0.28,0.31,0.4,0.764,0.65,0.95,0.856,0.585,0.312,0.964,0.716,0.147,0.887,25,60,95,10,65,55,70,20,25,50,2,2,10,2,2,10,10,2,10,10,322994,115635,113244,113575,127765,7,9,9,2,6,2,1,1,8,1,4,9,9,2,6,7,1,1,6,5,5,6,9,5,5,1,1,1,1,1,4,8,4,2,7,7,1,6,8,5,4,7,3,3,5,7,1,7,7,4,5,7,5,5,5,1,1,1,1,1,7,9,4,2,7,3,1,7,8,2,6,9,5,2,7,6,1,6,8,2,5,9,5,5,5,1,1,1,1,1
78,1,Chrome,F,37,0,1,2,3,4,5,0,1,0,1,1,0,1,0,0,1,10,4,5,8,1,33,32,13,22,12,18,36,15,50,4,25,30,30,50,10,60,50,50,75,35,100,90,95,90,75,0.43,0.39,0.3,0.32,0.5,0.35,0.25,0.3,0.5,0.31,0.22,0.36,0.4,0.18,0.19,3,3,3,2,1,100,90,95,75,10,0.22,0.36,0.4,0.5,0.5,9,23,37,11,11,15,20,20,20,20,70,60,50,45,45,80,90,90,70,70,0.45,0.34,0.28,0.41,0.41,0.29,0.22,0.19,0.35,0.35,0.26,0.44,0.53,0.24,0.24,3,2,1,2,2,80,60,20,45,45,0.26,0.22,0.28,0.35,0.35,0.547,0.972,0.148,0.185,0.86,0.044,0.327,0.858,0.236,0.937,100,90,95,75,10,80,60,20,45,45,2,2,2,2,2,10,10,10,10,10,75894,58404,51262,62575,61950,9,9,9,6,1,1,1,1,3,9,9,9,9,7,1,1,1,1,4,9,7,9,9,8,1,1,1,1,3,7,8,6,2,6,6,1,3,8,3,3,9,6,1,5,4,1,5,9,7,6,9,7,1,4,5,1,3,6,3,4,9,9,9,6,5,1,1,1,3,6,9,9,9,5,3,1,1,1,6,8,9,9,9,4,4,1,1,1,3,4
79,1,Chrome,M,35,1,1,2,3,4,5,0,0,0,0,0,1,1,1,0,0,3,6,10,1,2,23,31,33,12,21,8,21,9,11,31,15,25,15,20,45,70,45,70,45,60,80,80,80,70,90,0.49,0.3,0.45,0.41,0.54,0.27,0.3,0.29,0.35,0.3,0.24,0.4,0.26,0.24,0.16,2,3,3,2,1,70,80,80,45,45,0.27,0.4,0.26,0.35,0.54,3,46,18,4,41,0,55,25,10,0,30,70,60,35,40,60,85,100,75,95,0.41,0.26,0.43,0.5,0.27,0.37,0.53,0.35,0.31,0.4,0.22,0.21,0.22,0.19,0.33,3,1,3,1,2,60,55,100,10,40,0.22,0.26,0.22,0.5,0.4,0.829,0.26,0.53,0.469,0.015,0.745,0.807,0.244,0.077,0.753,70,55,80,45,45,60,55,100,10,40,10,2,10,10,10,2,2,2,2,2,86214,85373,72164,74725,288685,9,3,9,5,3,1,7,1,6,7,9,6,9,8,5,1,9,1,9,9,6,1,9,6,1,1,9,1,7,9,8,5,9,1,5,1,7,1,9,7,9,6,9,1,5,1,9,1,9,9,9,1,9,1,8,1,9,1,9,4,9,5,9,1,6,1,8,1,9,4,9,5,9,1,6,1,9,1,9,8,6,1,9,1,7,1,9,1,9,1
80,1,Chrome,F,34,1,1,2,3,4,5,1,1,1,0,1,1,0,0,0,1,10,6,4,1,8,33,31,32,12,22,9,46,23,11,11,15,55,20,20,20,70,70,60,45,45,80,85,90,70,70,0.45,0.26,0.34,0.41,0.41,0.29,0.53,0.22,0.35,0.35,0.26,0.21,0.44,0.24,0.24,3,1,2,2,2,80,55,60,45,45,0.26,0.26,0.22,0.35,0.35,18,21,36,4,50,25,25,30,10,50,60,45,50,35,75,100,80,90,75,90,0.43,0.3,0.39,0.5,0.32,0.35,0.3,0.25,0.31,0.5,0.22,0.4,0.36,0.19,0.18,3,3,3,1,2,100,80,90,10,75,0.22,0.4,0.36,0.5,0.5,0.582,0.94,0.095,0.87,0.369,0.697,0.473,0.906,0.739,0.789,80,55,60,45,45,100,80,90,10,75,10,10,10,10,10,2,2,2,2,2,92062,88108,59992,56852,51204,7,1,7,7,7,1,7,1,1,1,7,1,7,7,6,1,9,1,3,2,7,1,8,6,6,1,6,1,1,2,9,8,9,1,7,1,1,1,8,1,9,8,9,2,7,1,1,1,9,2,9,9,9,1,8,1,1,1,5,1,8,7,8,2,7,1,1,1,8,1,8,7,9,1,8,1,1,2,9,2,9,9,9,2,7,1,1,1,8,2
81,1,Chrome,F,23,1,1,2,3,4,5,1,1,1,1,1,0,0,1,0,0,5,4,10,1,9,13,32,33,12,22,15,23,9,11,29,30,20,15,20,40,50,60,70,45,65,95,90,80,70,100,0.3,0.34,0.45,0.41,0.38,0.3,0.22,0.29,0.35,0.34,0.4,0.44,0.26,0.24,0.28,3,2,3,2,2,95,60,80,45,65,0.4,0.22,0.26,0.35,0.34,37,36,18,4,26,20,30,25,10,15,50,50,60,35,50,90,90,100,75,75,0.28,0.39,0.43,0.5,0.24,0.19,0.25,0.35,0.31,0.4,0.53,0.36,0.22,0.19,0.36,1,3,3,1,2,20,90,100,10,50,0.28,0.36,0.22,0.5,0.4,0.621,0.997,0.219,0.642,0.853,0.912,0.956,0.37,0.011,0.203,95,30,80,45,65,20,90,100,10,60,10,10,10,10,10,2,2,2,2,10,132740,103208,81993,47493,84471,6,5,5,5,2,5,8,8,7,8,5,2,3,3,4,7,3,3,3,4,4,6,7,5,6,5,4,6,4,5,5,4,2,3,2,7,7,8,8,6,3,3,3,3,4,7,3,3,6,4,4,6,6,6,8,7,5,5,4,5,4,5,6,3,4,8,7,7,7,7,3,2,2,4,4,5,5,3,4,4,5,5,7,7,8,4,4,5,6,5
82,1,Firefox,M,24,0,1,2,3,4,5,0,0,0,0,1,0,1,1,0,1,3,5,8,6,4,23,13,22,31,32,3,37,11,46,36,0,20,20,55,30,30,50,45,70,50,60,90,70,85,90,0.41,0.28,0.41,0.26,0.39,0.37,0.19,0.35,0.53,0.25,0.22,0.53,0.24,0.21,0.36,3,1,2,1,3,60,20,45,55,90,0.22,0.28,0.35,0.26,0.36,8,15,50,21,23,15,30,50,25,20,70,50,75,45,60,80,95,90,80,90,0.49,0.3,0.32,0.3,0.34,0.27,0.3,0.5,0.3,0.22,0.24,0.4,0.18,0.4,0.44,2,3,2,3,2,70,95,75,80,60,0.27,0.4,0.5,0.4,0.22,0.002,0.315,0.581,0.246,0.391,0.649,0.595,0.104,0.6,0.151,0,50,45,70,90,70,50,75,80,40,2,2,2,2,2,10,10,10,10,2,119360,95570,90075,78217,69975,3,4,4,3,6,7,8,7,5,8,3,4,3,3,3,3,4,3,3,3,8,7,5,9,7,4,6,4,4,5,3,3,2,2,3,6,5,7,6,6,6,4,5,4,6,3,4,5,4,3,4,7,8,7,3,4,4,3,6,7,3,3,3,5,2,6,7,7,2,6,3,2,3,6,6,3,5,3,4,4,7,4,5,4,5,5,4,5,6,5
83,1,Chrome,M,31,1,1,2,3,4,5,0,0,1,1,0,0,0,1,1,0,5,8,7,3,9,13,22,11,23,22,15,50,43,8,29,30,50,10,15,40,50,75,50,70,65,95,90,75,80,100,0.3,0.32,0.55,0.49,0.38,0.3,0.5,0.28,0.27,0.34,0.4,0.18,0.17,0.24,0.28,3,2,1,2,2,95,75,10,70,65,0.4,0.5,0.55,0.27,0.34,37,11,19,3,26,20,20,25,0,15,50,45,45,30,50,90,70,80,60,75,0.28,0.41,0.31,0.41,0.24,0.19,0.35,0.32,0.37,0.4,0.53,0.24,0.37,0.22,0.36,1,2,1,3,2,20,45,25,60,50,0.28,0.35,0.31,0.22,0.4,0.526,0.479,0.266,0.05,0.211,0.35,0.501,0.313,0.091,0.277,95,75,10,70,65,20,45,25,60,50,10,10,10,10,10,2,2,2,2,2,107782,201563,52272,75101,88183,9,7,1,7,6,1,3,9,2,4,9,7,1,7,6,1,3,9,2,4,9,7,1,7,6,1,3,9,2,4,1,6,1,7,6,9,4,9,2,3,1,6,1,7,6,9,4,9,2,3,1,6,1,7,6,9,4,9,2,3,6,7,1,7,7,4,3,9,3,3,6,7,1,7,7,4,3,9,3,3,6,7,1,7,7,4,3,9,3,3
84,1,Chrome,F,33,0,1,2,3,4,5,0,0,1,1,0,0,1,0,1,0,2,9,1,7,3,21,22,12,11,23,31,26,11,43,3,45,15,20,10,0,60,50,45,50,30,90,75,70,75,60,0.54,0.24,0.41,0.55,0.41,0.3,0.4,0.35,0.28,0.37,0.16,0.36,0.24,0.17,0.22,1,2,2,1,3,45,50,45,10,60,0.54,0.4,0.35,0.55,0.22,41,29,4,19,8,0,40,10,25,15,40,65,35,45,70,95,100,75,80,80,0.27,0.38,0.5,0.31,0.49,0.4,0.34,0.31,0.32,0.27,0.33,0.28,0.19,0.37,0.24,2,2,1,1,2,40,65,10,25,70,0.4,0.34,0.5,0.31,0.27,0.341,0.412,0.882,0.334,0.82,0.08,0.309,0.76,0.354,0.722,45,50,45,10,60,40,65,10,25,70,2,2,2,2,2,10,10,10,10,10,82176,83435,94335,70629,233515,5,6,5,3,8,1,4,4,7,1,7,5,3,3,8,2,6,7,8,1,9,7,6,5,8,2,3,3,7,1,6,5,3,5,8,1,2,7,4,1,6,3,3,5,8,1,7,7,4,1,9,8,6,5,9,1,3,5,4,1,8,5,5,3,8,1,2,4,7,1,8,5,5,3,8,1,2,4,8,1,9,5,5,5,8,1,2,4,6,1
85,1,Chrome,F,24,0,1,2,3,4,5,0,0,0,1,0,0,1,0,0,0,8,7,1,6,4,22,11,12,31,32,50,43,11,46,23,50,10,20,55,20,75,50,45,70,60,90,75,70,85,90,0.32,0.55,0.41,0.26,0.34,0.5,0.28,0.35,0.53,0.22,0.18,0.17,0.24,0.21,0.44,2,1,2,1,2,75,10,45,55,60,0.5,0.55,0.35,0.26,0.22,11,19,4,21,36,20,25,10,25,30,45,45,35,45,50,70,80,75,80,90,0.41,0.31,0.5,0.3,0.39,0.35,0.32,0.31,0.3,0.25,0.24,0.37,0.19,0.4,0.36,2,1,1,3,3,45,25,10,80,90,0.35,0.31,0.5,0.4,0.36,0.858,0.74,0.874,0.625,0.844,0.071,0.671,0.579,0.155,0.228,75,10,45,55,60,45,25,10,80,90,2,2,2,2,2,10,10,10,10,10,113051,69286,55630,47484,49955,9,1,5,9,6,1,9,2,1,2,9,1,5,9,3,1,9,3,1,4,9,1,5,9,3,1,9,6,1,4,5,6,1,9,9,5,3,9,1,1,3,4,1,9,9,7,6,9,1,1,3,3,1,9,9,7,6,9,1,1,9,1,9,1,1,1,9,1,9,9,9,1,9,1,1,1,9,1,9,9,9,1,9,1,1,1,9,1,9,9
86,1,Firefox,M,40,1,1,2,3,4,5,1,1,1,0,0,1,1,0,0,0,10,9,2,6,8,33,22,21,31,22,9,26,31,46,50,15,15,45,55,50,70,50,60,70,75,80,75,90,85,90,0.45,0.24,0.54,0.26,0.32,0.29,0.4,0.3,0.53,0.5,0.26,0.36,0.16,0.21,0.18,3,2,1,1,2,80,50,45,55,75,0.26,0.4,0.54,0.26,0.5,18,29,41,21,11,25,40,0,25,20,60,65,40,45,45,100,100,95,80,70,0.43,0.38,0.27,0.3,0.41,0.35,0.34,0.4,0.3,0.35,0.22,0.28,0.33,0.4,0.24,3,2,2,3,2,100,65,40,80,45,0.22,0.34,0.4,0.4,0.35,0.003,0.233,0.779,0.697,0.893,0.596,0.657,0.611,0.561,0.831,80,50,40,55,75,100,65,40,80,45,10,10,10,10,10,2,2,2,2,2,79207,53537,52430,53646,42249,5,6,3,4,6,2,3,7,5,3,5,5,3,5,6,2,4,8,5,3,2,5,3,5,4,2,4,8,5,4,9,6,3,7,5,1,4,7,1,5,8,5,5,7,5,1,4,7,2,5,9,6,5,7,5,2,4,4,3,5,9,5,5,6,5,1,3,5,2,5,9,5,5,6,5,1,3,5,3,5,6,5,5,7,5,1,5,5,3,5
