workerid,condition,browser,gender,age,spinnerPairID.1,spinnerPairID.2,spinnerPairID.3,spinnerPairID.4,spinnerPairID.5,spinnerPairCode.1,spinnerPairCode.2,spinnerPairCode.3,spinnerPairCode.4,spinnerPairCode.5,spinnerID_1.1,spinnerID_1.2,spinnerID_1.3,spinnerID_1.4,spinnerID_1.5,payoff1_1.1,payoff1_1.2,payoff1_1.3,payoff1_1.4,payoff1_1.5,payoff2_1.1,payoff2_1.2,payoff2_1.3,payoff2_1.4,payoff2_1.5,payoff3_1.1,payoff3_1.2,payoff3_1.3,payoff3_1.4,payoff3_1.5,prob1_1.1,prob1_1.2,prob1_1.3,prob1_1.4,prob1_1.5,prob2_1.1,prob2_1.2,prob2_1.3,prob2_1.4,prob2_1.5,prob3_1.1,prob3_1.2,prob3_1.3,prob3_1.4,prob3_1.5,winChoice_1.1,winChoice_1.2,winChoice_1.3,winChoice_1.4,winChoice_1.5,win_1.1,win_1.2,win_1.3,win_1.4,win_1.5,winProb_1.1,winProb_1.2,winProb_1.3,winProb_1.4,winProb_1.5,spinnerID_2.1,spinnerID_2.2,spinnerID_2.3,spinnerID_2.4,spinnerID_2.5,payoff1_2.1,payoff1_2.2,payoff1_2.3,payoff1_2.4,payoff1_2.5,payoff2_2.1,payoff2_2.2,payoff2_2.3,payoff2_2.4,payoff2_2.5,payoff3_2.1,payoff3_2.2,payoff3_2.3,payoff3_2.4,payoff3_2.5,prob1_2.1,prob1_2.2,prob1_2.3,prob1_2.4,prob1_2.5,prob2_2.1,prob2_2.2,prob2_2.3,prob2_2.4,prob2_2.5,prob3_2.1,prob3_2.2,prob3_2.3,prob3_2.4,prob3_2.5,winChoice_2.1,winChoice_2.2,winChoice_2.3,winChoice_2.4,winChoice_2.5,win_2.1,win_2.2,win_2.3,win_2.4,win_2.5,winProb_2.1,winProb_2.2,winProb_2.3,winProb_2.4,winProb_2.5,angleProportion_1.1,angleProportion_1.2,angleProportion_1.3,angleProportion_1.4,angleProportion_1.5,angleProportion_2.1,angleProportion_2.2,angleProportion_2.3,angleProportion_2.4,angleProportion_2.5,attentionCheck1.1,attentionCheck1.2,attentionCheck1.3,attentionCheck1.4,attentionCheck1.5,attentionCheck2.1,attentionCheck2.2,attentionCheck2.3,attentionCheck2.4,attentionCheck2.5,leftWheelFirst.1,leftWheelFirst.2,leftWheelFirst.3,leftWheelFirst.4,leftWheelFirst.5,reactionTime.1,reactionTime.2,reactionTime.3,reactionTime.4,reactionTime.5,happy1.1,happy1.2,happy1.3,happy1.4,happy1.5,sad1.1,sad1.2,sad1.3,sad1.4,sad1.5,content1.1,content1.2,content1.3,content1.4,content1.5,disapp1.1,disapp1.2,disapp1.3,disapp1.4,disapp1.5,relief1.1,relief1.2,relief1.3,relief1.4,relief1.5,regret1.1,regret1.2,regret1.3,regret1.4,regret1.5,happy2.1,happy2.2,happy2.3,happy2.4,happy2.5,sad2.1,sad2.2,sad2.3,sad2.4,sad2.5,content2.1,content2.2,content2.3,content2.4,content2.5,disapp2.1,disapp2.2,disapp2.3,disapp2.4,disapp2.5,relief2.1,relief2.2,relief2.3,relief2.4,relief2.5,regret2.1,regret2.2,regret2.3,regret2.4,regret2.5,happy3.1,happy3.2,happy3.3,happy3.4,happy3.5,sad3.1,sad3.2,sad3.3,sad3.4,sad3.5,content3.1,content3.2,content3.3,content3.4,content3.5,disapp3.1,disapp3.2,disapp3.3,disapp3.4,disapp3.5,relief3.1,relief3.2,relief3.3,relief3.4,relief3.5,regret3.1,regret3.2,regret3.3,regret3.4,regret3.5
74,1,Firefox,M,20,3,5,6,7,8,23,13,31,11,22,8,37,21,43,11,0,20,25,10,50,30,50,45,50,75,60,90,80,75,90,0.41,0.28,0.3,0.55,0.32,0.37,0.19,0.3,0.28,0.5,0.22,0.53,0.4,0.17,0.18,3,1,3,1,2,60,20,80,10,75,0.22,0.28,0.4,0.55,0.5,3,15,46,19,50,15,30,55,25,20,70,50,70,45,45,80,95,85,80,70,0.49,0.3,0.26,0.31,0.41,0.27,0.3,0.53,0.32,0.35,0.24,0.4,0.21,0.37,0.24,2,3,1,1,2,70,95,55,25,45,0.27,0.4,0.26,0.31,0.35,0.388,0.545,0.094,0.363,0.152,0.039,0.873,0.583,0.875,0.286,60,20,80,10,75,70,95,55,25,45,0,1,1,1,0,45493,38124,43657,63778,32561,9,9,9,9,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
75,1,Chrome,F,26,8,1,7,6,4,22,12,11,31,32,11,4,43,21,36,20,10,25,25,30,45,35,45,45,50,70,75,80,80,90,0.41,0.5,0.31,0.3,0.39,0.35,0.31,0.32,0.3,0.25,0.24,0.19,0.37,0.4,0.36,2,1,1,3,3,45,10,25,80,90,0.35,0.5,0.31,0.4,0.36,50,11,19,46,23,50,20,10,55,20,75,45,50,70,60,90,70,75,85,90,0.32,0.41,0.55,0.26,0.34,0.5,0.35,0.28,0.53,0.22,0.18,0.24,0.17,0.21,0.44,2,2,1,1,2,75,45,10,55,60,0.5,0.35,0.55,0.26,0.22,0.867,0.544,0.95,0.538,0.247,0.865,0.89,0.795,0.382,0.254,45,10,25,55,60,75,45,10,80,90,1,1,0,1,1,50652,243200,41603,37093,22766,6,3,2,7,6,2,7,7,3,3,6,7,2,7,6,2,7,7,3,4,6,3,2,7,6,6,6,6,3,4,7,7,2,7,6,3,3,7,3,3,7,3,2,7,6,3,7,7,3,4,7,6,2,7,6,4,6,7,3,4,6,3,3,7,6,2,3,6,3,3,6,3,3,7,6,2,6,7,3,3,6,3,3,7,6,4,7,7,4,3
76,1,Chrome,M,20,9,4,6,10,7,22,32,31,33,11,26,36,21,9,43,15,20,25,25,25,50,60,45,60,45,75,90,80,100,80,0.24,0.34,0.3,0.43,0.31,0.4,0.22,0.3,0.35,0.32,0.36,0.44,0.4,0.22,0.37,2,2,3,3,1,50,60,80,100,25,0.4,0.22,0.4,0.22,0.31,29,23,46,18,19,40,30,55,15,10,65,50,70,70,50,100,90,85,80,75,0.38,0.39,0.26,0.45,0.55,0.34,0.25,0.53,0.29,0.28,0.28,0.36,0.21,0.26,0.17,2,3,1,3,1,65,90,55,80,10,0.34,0.36,0.26,0.26,0.55,0.838,0.19,0.656,0.719,0.746,0.303,0.708,0.849,0.773,0.006,50,60,80,100,25,65,90,55,80,10,1,0,1,0,0,74387,68139,50913,50410,71030,8,8,9,9,4,1,1,1,1,3,6,8,9,9,2,1,2,1,1,6,7,7,9,9,4,1,1,1,1,5,7,9,7,9,5,1,1,2,1,4,6,9,8,9,3,2,1,2,1,7,4,9,8,9,3,2,1,2,1,5,8,8,8,9,4,2,1,2,1,3,7,6,8,9,3,1,2,2,1,4,7,7,7,9,3,1,1,1,1,4
77,1,Chrome,F,23,5,4,7,1,10,13,32,11,12,33,37,36,43,4,9,30,30,10,10,25,50,50,50,35,60,95,90,75,75,100,0.3,0.39,0.55,0.5,0.43,0.3,0.25,0.28,0.31,0.35,0.4,0.36,0.17,0.19,0.22,3,3,1,1,3,95,90,10,10,100,0.4,0.36,0.55,0.5,0.22,15,23,19,11,18,20,20,25,20,15,50,60,45,45,70,90,90,80,70,80,0.28,0.34,0.31,0.41,0.45,0.19,0.22,0.32,0.35,0.29,0.53,0.44,0.37,0.24,0.26,1,2,1,2,3,20,60,25,45,80,0.28,0.22,0.31,0.35,0.26,0.427,0.843,0.891,0.784,0.78,0.468,0.037,0.125,0.29,0.3,95,90,10,10,100,20,60,25,45,80,0,1,1,1,0,49074,28878,28626,27284,34745,9,6,5,1,9,1,3,7,9,1,9,7,3,1,9,1,5,4,9,1,9,6,7,1,9,1,7,8,9,1,7,7,5,9,9,3,4,7,1,1,5,5,7,9,9,7,5,4,1,1,4,6,5,9,9,5,4,4,1,1,9,6,5,3,9,4,3,5,7,1,9,3,3,5,9,1,6,8,7,1,9,5,5,4,9,1,7,6,5,1
78,1,Chrome,M,32,2,7,5,8,1,21,11,13,22,12,41,43,37,11,4,0,10,20,50,10,40,50,50,75,35,95,75,90,90,75,0.27,0.55,0.28,0.32,0.5,0.4,0.28,0.19,0.5,0.31,0.33,0.17,0.53,0.18,0.19,2,1,1,2,1,40,10,20,75,10,0.4,0.55,0.28,0.5,0.5,31,19,15,50,11,45,25,30,20,20,60,45,50,45,45,90,80,95,70,70,0.54,0.31,0.3,0.41,0.41,0.3,0.32,0.3,0.35,0.35,0.16,0.37,0.4,0.24,0.24,1,1,3,2,2,45,25,95,45,45,0.54,0.31,0.4,0.35,0.35,0.335,0.105,0.587,0.874,0.116,0.192,0.365,0.471,0.084,0.007,40,10,20,75,10,45,25,95,45,45,1,1,1,0,1,86329,60317,64098,124519,58781,7,6,6,7,5,1,1,1,1,1,5,4,5,8,4,1,6,1,1,5,7,1,1,1,1,1,1,1,1,1,6,6,9,7,7,1,1,1,1,1,5,6,9,8,5,2,8,1,1,3,1,1,6,1,1,1,1,1,1,1,7,5,8,8,6,1,1,1,1,1,6,3,8,9,6,1,5,1,1,1,4,1,1,1,1,1,1,1,1,1
79,1,Safari,M,38,10,6,9,3,8,33,31,22,23,22,9,21,26,8,11,25,55,40,0,50,60,70,65,30,75,100,85,100,60,90,0.43,0.26,0.38,0.41,0.32,0.35,0.53,0.34,0.37,0.5,0.22,0.21,0.28,0.22,0.18,3,1,2,3,2,100,55,65,60,75,0.22,0.26,0.34,0.22,0.5,18,46,29,3,50,15,25,15,15,20,70,45,50,70,45,80,80,75,80,70,0.45,0.3,0.24,0.49,0.41,0.29,0.3,0.4,0.27,0.35,0.26,0.4,0.36,0.24,0.24,3,3,2,2,2,80,80,50,70,45,0.26,0.4,0.4,0.27,0.35,0.548,0.208,0.835,0.954,0.458,0.208,0.956,0.595,0.97,0.375,100,55,65,60,75,80,80,50,70,45,0,0,0,0,0,62178,41789,43132,34836,36882,9,5,7,9,8,1,3,3,1,2,9,5,7,9,8,1,3,3,1,2,9,5,7,9,8,1,3,3,1,2,9,9,7,8,7,1,1,3,2,3,9,9,7,8,7,1,1,3,2,3,9,9,7,8,7,1,1,3,2,3,9,7,7,8,8,1,2,3,2,2,9,7,7,8,8,1,2,3,2,2,9,7,7,8,8,1,2,3,2,2
80,1,Chrome,F,53,6,10,2,1,8,31,33,21,12,22,21,9,41,4,11,25,25,45,10,20,45,60,60,35,45,80,100,90,75,70,0.3,0.43,0.54,0.5,0.41,0.3,0.35,0.3,0.31,0.35,0.4,0.22,0.16,0.19,0.24,3,3,1,1,2,80,100,45,10,45,0.4,0.22,0.54,0.5,0.35,46,18,31,11,50,55,15,0,20,50,70,70,40,45,75,85,80,95,70,90,0.26,0.45,0.27,0.41,0.32,0.53,0.29,0.4,0.35,0.5,0.21,0.26,0.33,0.24,0.18,1,3,2,2,2,55,80,40,45,75,0.26,0.26,0.4,0.35,0.5,0.126,0.255,0.245,0.667,0.488,0.325,0.291,0.042,0.566,0.396,80,100,45,10,45,55,80,40,45,75,1,0,0,1,1,67968,45401,61435,48696,44363,8,9,4,2,6,1,1,4,8,3,7,9,2,1,6,1,1,6,8,3,2,9,1,1,3,2,1,4,6,5,6,9,6,6,7,2,1,3,4,3,5,9,2,5,6,2,1,5,3,3,2,8,3,5,4,2,1,4,3,2,7,9,5,6,6,2,1,4,4,3,6,9,2,5,6,2,1,4,6,4,2,9,2,4,4,1,1,4,5,5
81,1,Chrome,F,28,4,8,1,10,2,32,22,12,33,21,36,11,4,9,41,30,50,10,15,0,50,75,35,70,40,90,90,75,80,95,0.39,0.32,0.5,0.45,0.27,0.25,0.5,0.31,0.29,0.4,0.36,0.18,0.19,0.26,0.33,3,2,1,3,2,90,75,10,80,40,0.36,0.5,0.5,0.26,0.4,23,50,11,18,31,20,20,20,25,45,60,45,45,60,60,90,70,70,100,90,0.34,0.41,0.41,0.43,0.54,0.22,0.35,0.35,0.35,0.3,0.44,0.24,0.24,0.22,0.16,2,2,2,3,1,60,45,45,100,45,0.22,0.35,0.35,0.22,0.54,0.969,0.816,0.598,0.763,0.554,0.981,0.631,0.71,0.451,0.774,90,75,10,80,40,60,45,45,100,45,1,0,1,1,1,45568,47183,39064,38165,44025,9,8,1,9,6,1,1,5,1,1,9,8,1,9,6,1,1,8,1,3,9,8,1,9,7,1,1,7,1,1,8,6,7,9,3,1,1,1,1,6,7,8,7,9,3,1,5,1,1,7,7,1,7,9,1,1,4,1,1,6,9,7,7,9,6,1,1,3,1,3,9,8,6,9,5,1,3,6,1,7,9,8,7,9,3,1,4,4,1,6
82,1,Chrome,F,51,4,10,2,8,6,32,33,21,22,31,36,9,41,11,21,20,15,45,50,55,60,70,60,75,70,90,80,90,90,85,0.34,0.45,0.54,0.32,0.26,0.22,0.29,0.3,0.5,0.53,0.44,0.26,0.16,0.18,0.21,2,3,1,2,1,60,80,45,75,55,0.22,0.26,0.54,0.5,0.26,23,18,31,50,46,30,25,0,20,25,50,60,40,45,45,90,100,95,70,80,0.39,0.43,0.27,0.41,0.3,0.25,0.35,0.4,0.35,0.3,0.36,0.22,0.33,0.24,0.4,3,3,2,2,3,90,100,40,45,80,0.36,0.22,0.4,0.35,0.4,0.465,0.937,0.102,0.706,0.242,0.841,0.866,0.929,0.066,0.69,60,80,45,75,55,90,100,45,45,80,0,1,0,0,0,104988,57784,112824,109556,105859,7,9,3,6,4,2,1,6,2,4,4,9,2,4,3,7,1,7,3,7,7,9,2,4,1,2,1,8,2,6,8,9,7,5,8,1,1,3,4,1,8,9,4,5,8,1,1,6,6,1,8,9,6,2,7,1,1,3,6,1,7,9,4,5,5,2,1,3,2,3,5,9,3,3,4,2,1,6,5,3,7,9,2,3,4,2,1,5,5,3
83,1,Chrome,M,39,4,1,5,8,9,32,12,13,22,22,36,4,37,11,26,30,10,30,20,15,50,35,50,45,50,90,75,95,70,75,0.39,0.5,0.3,0.41,0.24,0.25,0.31,0.3,0.35,0.4,0.36,0.19,0.4,0.24,0.36,3,1,3,2,2,90,10,95,45,50,0.36,0.5,0.4,0.35,0.4,23,11,15,50,29,20,20,20,50,40,60,45,50,75,65,90,70,90,90,100,0.34,0.41,0.28,0.32,0.38,0.22,0.35,0.19,0.5,0.34,0.44,0.24,0.53,0.18,0.28,2,2,1,2,2,60,45,20,75,65,0.22,0.35,0.28,0.5,0.34,0.085,0.097,0.669,0.244,0.942,0.423,0.792,0.077,0.81,0.387,90,,20,45,50,60,45,95,75,65,1,1,0,1,1,56738,55267,56196,55058,62582,9,5,2,6,6,1,2,7,2,2,9,5,2,6,6,1,3,8,2,2,9,3,2,6,7,1,3,8,2,2,8,6,9,7,6,2,3,1,2,2,8,5,9,7,5,2,2,1,2,2,6,3,9,5,6,2,2,1,2,2,9,6,6,6,7,1,2,3,2,2,9,5,6,6,6,2,3,3,2,2,9,5,5,5,7,2,3,3,2,2
84,1,Chrome,M,60,7,10,4,8,1,11,33,32,22,12,43,9,36,11,4,10,15,20,20,20,50,70,60,45,45,75,80,90,70,70,0.55,0.45,0.34,0.41,0.41,0.28,0.29,0.22,0.35,0.35,0.17,0.26,0.44,0.24,0.24,1,3,2,2,2,10,80,60,45,45,0.55,0.26,0.22,0.35,0.35,19,18,23,50,11,25,25,30,50,10,45,60,50,75,35,80,100,90,90,75,0.31,0.43,0.39,0.32,0.5,0.32,0.35,0.25,0.5,0.31,0.37,0.22,0.36,0.18,0.19,1,3,3,2,1,25,100,90,75,10,0.31,0.22,0.36,0.5,0.5,0.712,0.948,0.285,0.706,0.432,0.548,0.839,0.496,0.797,0.578,10,80,60,45,45,25,100,90,75,10,1,1,0,1,0,87279,43699,66751,52892,80201,4,9,7,6,6,3,1,2,2,3,3,9,8,6,6,8,1,3,2,3,1,9,5,7,4,7,1,5,3,3,3,9,9,6,2,4,1,1,1,7,4,9,9,7,3,8,1,1,3,8,1,9,9,6,1,8,1,1,4,8,3,9,8,7,6,5,1,2,1,2,3,9,8,7,7,8,1,1,3,6,1,9,8,6,3,8,1,2,4,7
85,1,Chrome,F,56,10,4,7,8,9,33,32,11,22,22,9,36,43,11,26,15,20,10,20,40,70,60,50,45,65,80,90,75,70,100,0.45,0.34,0.55,0.41,0.38,0.29,0.22,0.28,0.35,0.34,0.26,0.44,0.17,0.24,0.28,3,2,1,2,2,80,60,10,45,65,0.26,0.22,0.55,0.35,0.34,18,23,19,50,29,25,30,25,50,15,60,50,45,75,50,100,90,80,90,75,0.43,0.39,0.31,0.32,0.24,0.35,0.25,0.32,0.5,0.4,0.22,0.36,0.37,0.18,0.36,3,3,1,2,2,100,90,25,75,50,0.22,0.36,0.31,0.5,0.4,0.159,0.404,0.89,0.863,0.464,0.959,0.46,0.494,0.516,0.598,80,60,10,45,65,100,90,25,75,50,1,0,1,1,0,91099,55236,76823,95400,73556,9,8,6,8,8,1,1,2,1,2,9,8,6,8,8,1,2,3,1,2,9,8,3,7,8,1,1,5,2,2,9,9,5,8,9,1,1,5,1,1,9,9,5,8,9,1,1,6,1,1,9,9,1,8,9,1,1,5,2,1,9,9,6,9,9,1,1,3,2,2,9,9,4,9,8,1,1,4,2,2,9,9,3,8,8,1,1,4,1,1
86,1,Chrome,F,51,5,3,4,10,8,13,23,32,33,22,37,8,36,9,11,20,0,20,25,20,50,30,60,60,45,90,60,90,100,70,0.28,0.41,0.34,0.43,0.41,0.19,0.37,0.22,0.35,0.35,0.53,0.22,0.44,0.22,0.24,1,3,2,3,2,20,60,60,100,45,0.28,0.22,0.22,0.22,0.35,15,3,23,18,50,30,15,30,15,50,50,70,50,70,75,95,80,90,80,90,0.3,0.49,0.39,0.45,0.32,0.3,0.27,0.25,0.29,0.5,0.4,0.24,0.36,0.26,0.18,3,2,3,3,2,95,70,90,80,75,0.4,0.27,0.36,0.26,0.5,0.922,0.357,0.953,0.951,0.219,0.886,0.867,0.361,0.35,0.749,20,60,60,100,45,95,70,90,80,75,1,0,0,0,1,90433,59072,48034,40869,43300,4,9,8,9,8,4,1,1,1,1,5,9,9,9,8,2,1,1,1,1,5,5,5,7,6,5,1,1,1,1,8,8,9,9,9,1,1,1,1,1,9,8,9,9,9,1,1,1,1,1,8,8,7,7,8,1,1,1,1,1,7,8,8,9,8,1,1,1,1,1,8,9,8,9,9,1,1,1,1,1,5,5,5,6,7,1,1,1,1,1
87,1,Firefox,M,44,8,7,1,2,10,22,11,12,21,33,11,43,4,41,9,20,10,10,0,15,45,50,35,40,70,70,75,75,95,80,0.41,0.55,0.5,0.27,0.45,0.35,0.28,0.31,0.4,0.29,0.24,0.17,0.19,0.33,0.26,2,1,1,2,3,45,10,10,40,80,0.35,0.55,0.5,0.4,0.26,50,19,11,31,18,50,25,20,45,25,75,45,45,60,60,90,80,70,90,100,0.32,0.31,0.41,0.54,0.43,0.5,0.32,0.35,0.3,0.35,0.18,0.37,0.24,0.16,0.22,2,1,2,1,3,75,25,45,45,100,0.5,0.31,0.35,0.54,0.22,0.033,0.666,0.885,0.412,0.975,0.782,0.794,0.125,0.139,0.245,45,10,10,40,80,75,25,45,45,100,1,1,1,1,1,100002,96239,68128,68131,48477,7,4,3,6,9,2,6,6,2,1,7,3,2,6,9,2,8,8,2,1,6,1,1,8,9,2,8,6,2,1,8,4,6,6,9,1,6,2,2,1,8,3,6,4,9,1,8,2,3,1,8,1,6,2,9,1,8,2,3,1,8,4,6,6,9,1,5,2,2,1,8,2,6,5,9,1,8,3,3,1,7,1,2,3,9,1,7,4,2,1
88,1,Firefox,M,32,9,7,1,8,4,22,11,12,22,32,26,43,4,11,36,15,25,10,50,20,50,45,35,75,60,75,80,75,90,90,0.24,0.31,0.5,0.32,0.34,0.4,0.32,0.31,0.5,0.22,0.36,0.37,0.19,0.18,0.44,2,1,1,2,2,50,25,10,75,60,0.4,0.31,0.5,0.5,0.22,29,19,11,50,23,40,10,20,20,30,65,50,45,45,50,100,75,70,70,90,0.38,0.55,0.41,0.41,0.39,0.34,0.28,0.35,0.35,0.25,0.28,0.17,0.24,0.24,0.36,2,1,2,2,3,65,10,45,45,90,0.34,0.55,0.35,0.35,0.36,0.853,0.852,0.969,0.22,0.938,0.367,0.93,0.923,0.975,0.711,50,25,10,75,60,65,10,45,45,90,1,0,1,0,0,47492,60002,45716,212539,211946,7,2,2,8,6,2,8,7,1,3,2,2,2,8,5,2,9,8,3,4,7,1,2,8,6,2,7,7,2,3,6,3,4,5,9,3,7,7,4,1,5,2,3,4,9,4,8,8,5,1,4,2,3,5,9,3,8,7,3,1,6,2,4,6,7,3,8,8,3,2,5,2,3,7,7,3,8,8,2,2,5,1,4,8,7,2,7,7,2,3
89,1,Firefox,F,23,9,8,4,7,10,22,22,32,11,33,26,11,36,43,9,40,50,30,10,25,65,75,50,50,60,100,90,90,75,100,0.38,0.32,0.39,0.55,0.43,0.34,0.5,0.25,0.28,0.35,0.28,0.18,0.36,0.17,0.22,2,2,3,1,3,65,75,90,10,100,0.34,0.5,0.36,0.55,0.22,29,50,23,19,18,15,20,20,25,15,50,45,60,45,70,75,70,90,80,80,0.24,0.41,0.34,0.31,0.45,0.4,0.35,0.22,0.32,0.29,0.36,0.24,0.44,0.37,0.26,2,2,2,1,3,50,45,60,25,80,0.4,0.35,0.22,0.31,0.26,0.567,0.629,0.07,0.28,0.623,0.376,0.597,0.517,0.143,0.587,65,75,90,10,100,50,70,60,25,80,0,0,1,1,0,43545,27702,33264,26002,29659,5,5,4,6,4,5,5,4,6,5,5,5,4,6,9,5,5,4,6,9,5,5,4,9,9,5,5,4,9,9,5,4,4,6,4,5,4,4,6,4,5,4,4,6,4,5,4,4,6,4,5,4,4,9,4,5,4,4,9,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,3,5,5,5,5,3
90,1,Chrome,F,25,10,3,7,2,9,33,23,11,21,22,9,8,43,41,26,25,15,10,0,15,60,70,50,40,50,100,80,75,95,75,0.43,0.49,0.55,0.27,0.24,0.35,0.27,0.28,0.4,0.4,0.22,0.24,0.17,0.33,0.36,3,2,1,2,2,100,70,10,40,50,0.22,0.27,0.55,0.4,0.4,18,3,19,31,29,15,0,25,45,40,70,30,45,60,65,80,60,80,90,100,0.45,0.41,0.31,0.54,0.38,0.29,0.37,0.32,0.3,0.34,0.26,0.22,0.37,0.16,0.28,3,3,1,1,2,80,60,25,45,65,0.26,0.22,0.31,0.54,0.34,0.071,0.479,0.546,0.476,0.972,0.631,0.975,0.611,0.691,0.322,100,70,10,40,50,80,60,25,45,65,0,1,1,1,1,72573,65318,102868,90015,69256,9,7,5,6,7,1,1,3,2,1,9,7,4,6,7,1,2,6,3,2,9,7,3,7,7,1,1,5,2,2,8,9,5,4,7,1,1,3,3,1,8,9,4,4,7,1,1,6,3,2,9,9,3,2,7,1,1,5,3,2,9,8,5,6,7,1,1,3,2,1,9,8,4,5,7,1,2,6,3,2,9,8,3,5,7,1,1,5,2,2
91,1,Chrome,F,26,5,10,6,9,3,13,33,31,22,23,37,9,21,26,8,20,15,55,15,15,50,70,70,50,70,90,80,85,75,80,0.28,0.45,0.26,0.24,0.49,0.19,0.29,0.53,0.4,0.27,0.53,0.26,0.21,0.36,0.24,1,3,1,2,2,20,80,55,50,70,0.28,0.26,0.26,0.4,0.27,15,18,46,29,3,30,25,25,40,0,50,60,45,65,30,95,100,80,100,60,0.3,0.43,0.3,0.38,0.41,0.3,0.35,0.3,0.34,0.37,0.4,0.22,0.4,0.28,0.22,3,3,3,2,3,95,100,80,65,60,0.4,0.22,0.4,0.34,0.22,0.786,0.324,0.039,0.388,0.663,0.566,0.535,0.233,0.167,0.146,20,80,55,50,70,95,100,80,65,60,1,1,0,1,1,29400,22899,27182,28579,19415,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
92,1,Chrome,M,54,6,10,9,5,3,31,33,22,13,23,21,9,26,37,8,55,25,40,20,15,70,60,65,50,70,85,100,100,90,80,0.26,0.43,0.38,0.28,0.49,0.53,0.35,0.34,0.19,0.27,0.21,0.22,0.28,0.53,0.24,1,3,2,1,2,55,100,65,20,70,0.26,0.22,0.34,0.28,0.27,46,18,29,15,3,25,15,15,30,0,45,70,50,50,30,80,80,75,95,60,0.3,0.45,0.24,0.3,0.41,0.3,0.29,0.4,0.3,0.37,0.4,0.26,0.36,0.4,0.22,3,3,2,3,3,80,80,50,95,60,0.4,0.26,0.4,0.4,0.22,0.302,0.267,0.52,0.642,0.011,0.051,0.727,0.077,0.703,0.031,55,100,65,20,70,80,80,50,95,60,0,0,0,1,1,85432,55649,66661,93217,56346,3,9,6,3,7,7,1,4,7,3,3,9,6,3,7,8,1,7,8,3,3,9,5,2,7,1,1,2,2,2,9,9,6,8,8,1,1,5,1,2,9,9,5,8,8,1,1,8,1,1,9,9,5,7,8,1,1,2,1,1,7,9,7,7,7,1,1,3,5,2,7,9,7,7,7,2,1,7,5,2,7,9,3,5,7,1,1,2,2,1
93,1,Firefox,F,28,7,1,6,2,3,11,12,31,21,23,43,4,21,41,8,25,20,25,45,15,45,45,45,60,70,80,70,80,90,80,0.31,0.41,0.3,0.54,0.49,0.32,0.35,0.3,0.3,0.27,0.37,0.24,0.4,0.16,0.24,1,2,3,1,2,25,45,80,45,70,0.31,0.35,0.4,0.54,0.27,19,11,46,31,3,10,10,55,0,0,50,35,70,40,30,75,75,85,95,60,0.55,0.5,0.26,0.27,0.41,0.28,0.31,0.53,0.4,0.37,0.17,0.19,0.21,0.33,0.22,1,1,1,2,3,10,10,55,40,60,0.55,0.5,0.26,0.4,0.22,0.018,0.93,0.784,0.227,0.16,0.295,0.721,0.676,0.673,0.85,25,45,80,45,70,10,10,55,40,60,0,0,1,0,1,42361,35721,41183,41144,33246,6,8,9,7,9,2,2,1,2,1,5,4,6,4,6,2,2,1,2,1,3,3,6,3,5,2,2,1,2,1,6,6,7,7,9,2,2,1,1,1,4,5,5,5,5,3,4,3,2,1,3,4,4,3,5,2,2,1,1,1,6,7,9,7,9,2,2,2,2,1,4,2,6,5,7,2,2,2,2,1,3,3,5,2,5,2,2,1,2,1
94,1,Explorer,M,32,8,5,6,10,9,22,13,31,33,22,11,37,21,9,26,50,30,25,15,40,75,50,45,70,65,90,95,80,80,100,0.32,0.3,0.3,0.45,0.38,0.5,0.3,0.3,0.29,0.34,0.18,0.4,0.4,0.26,0.28,2,3,3,3,2,75,95,80,80,65,0.5,0.4,0.4,0.26,0.34,50,15,46,18,29,20,20,55,25,15,45,50,70,60,50,70,90,85,100,75,0.41,0.28,0.26,0.43,0.24,0.35,0.19,0.53,0.35,0.4,0.24,0.53,0.21,0.22,0.36,2,1,1,3,2,45,20,55,100,50,0.35,0.28,0.26,0.22,0.4,0.092,0.331,0.661,0.868,0.607,0.318,0.055,0.578,0.978,0.848,75,95,80,80,65,45,20,55,100,50,0,0,1,1,0,31986,24222,35184,34979,27070,7,9,9,9,5,7,9,9,9,5,7,9,9,9,5,7,9,9,9,5,7,9,9,9,5,7,9,9,9,5,5,2,5,9,5,5,2,5,9,5,5,2,5,9,5,5,2,5,9,5,5,2,5,9,5,5,2,5,9,5,7,6,7,9,5,6,6,7,9,5,6,6,7,9,5,6,6,7,9,5,6,6,7,9,5,6,6,7,9,5
