workerid,condition,browser,gender,age,order.1,order.2,order.3,order.4,order.5,askAboutLeftWheelFirst.1,askAboutLeftWheelFirst.2,askAboutLeftWheelFirst.3,askAboutLeftWheelFirst.4,askAboutLeftWheelFirst.5,showFirstOfPairFirst.1,showFirstOfPairFirst.2,showFirstOfPairFirst.3,showFirstOfPairFirst.4,showFirstOfPairFirst.5,spinnerPairID.1,spinnerPairID.2,spinnerPairID.3,spinnerPairID.4,spinnerPairID.5,spinnerPairCode.1,spinnerPairCode.2,spinnerPairCode.3,spinnerPairCode.4,spinnerPairCode.5,spinnerID_1.1,spinnerID_1.2,spinnerID_1.3,spinnerID_1.4,spinnerID_1.5,payoff1_1.1,payoff1_1.2,payoff1_1.3,payoff1_1.4,payoff1_1.5,payoff2_1.1,payoff2_1.2,payoff2_1.3,payoff2_1.4,payoff2_1.5,payoff3_1.1,payoff3_1.2,payoff3_1.3,payoff3_1.4,payoff3_1.5,prob1_1.1,prob1_1.2,prob1_1.3,prob1_1.4,prob1_1.5,prob2_1.1,prob2_1.2,prob2_1.3,prob2_1.4,prob2_1.5,prob3_1.1,prob3_1.2,prob3_1.3,prob3_1.4,prob3_1.5,winChoice_1.1,winChoice_1.2,winChoice_1.3,winChoice_1.4,winChoice_1.5,win_1.1,win_1.2,win_1.3,win_1.4,win_1.5,winProb_1.1,winProb_1.2,winProb_1.3,winProb_1.4,winProb_1.5,spinnerID_2.1,spinnerID_2.2,spinnerID_2.3,spinnerID_2.4,spinnerID_2.5,payoff1_2.1,payoff1_2.2,payoff1_2.3,payoff1_2.4,payoff1_2.5,payoff2_2.1,payoff2_2.2,payoff2_2.3,payoff2_2.4,payoff2_2.5,payoff3_2.1,payoff3_2.2,payoff3_2.3,payoff3_2.4,payoff3_2.5,prob1_2.1,prob1_2.2,prob1_2.3,prob1_2.4,prob1_2.5,prob2_2.1,prob2_2.2,prob2_2.3,prob2_2.4,prob2_2.5,prob3_2.1,prob3_2.2,prob3_2.3,prob3_2.4,prob3_2.5,winChoice_2.1,winChoice_2.2,winChoice_2.3,winChoice_2.4,winChoice_2.5,win_2.1,win_2.2,win_2.3,win_2.4,win_2.5,winProb_2.1,winProb_2.2,winProb_2.3,winProb_2.4,winProb_2.5,angleProportion_1.1,angleProportion_1.2,angleProportion_1.3,angleProportion_1.4,angleProportion_1.5,angleProportion_2.1,angleProportion_2.2,angleProportion_2.3,angleProportion_2.4,angleProportion_2.5,attentionCheck1.1,attentionCheck1.2,attentionCheck1.3,attentionCheck1.4,attentionCheck1.5,attentionCheck2.1,attentionCheck2.2,attentionCheck2.3,attentionCheck2.4,attentionCheck2.5,reactionTime.1,reactionTime.2,reactionTime.3,reactionTime.4,reactionTime.5,happy1.1,happy1.2,happy1.3,happy1.4,happy1.5,sad1.1,sad1.2,sad1.3,sad1.4,sad1.5,content1.1,content1.2,content1.3,content1.4,content1.5,disapp1.1,disapp1.2,disapp1.3,disapp1.4,disapp1.5,relief1.1,relief1.2,relief1.3,relief1.4,relief1.5,regret1.1,regret1.2,regret1.3,regret1.4,regret1.5,happy2.1,happy2.2,happy2.3,happy2.4,happy2.5,sad2.1,sad2.2,sad2.3,sad2.4,sad2.5,content2.1,content2.2,content2.3,content2.4,content2.5,disapp2.1,disapp2.2,disapp2.3,disapp2.4,disapp2.5,relief2.1,relief2.2,relief2.3,relief2.4,relief2.5,regret2.1,regret2.2,regret2.3,regret2.4,regret2.5,happy3.1,happy3.2,happy3.3,happy3.4,happy3.5,sad3.1,sad3.2,sad3.3,sad3.4,sad3.5,content3.1,content3.2,content3.3,content3.4,content3.5,disapp3.1,disapp3.2,disapp3.3,disapp3.4,disapp3.5,relief3.1,relief3.2,relief3.3,relief3.4,relief3.5,regret3.1,regret3.2,regret3.3,regret3.4,regret3.5
71,1,Firefox,M,29,1,2,3,4,5,1,0,0,1,0,0,0,1,0,0,9,7,1,3,10,22,11,12,23,33,29,19,4,3,18,15,10,10,15,15,50,50,35,70,70,75,75,75,80,80,0.24,0.55,0.5,0.49,0.45,0.4,0.28,0.31,0.27,0.29,0.36,0.17,0.19,0.24,0.26,2,1,1,2,3,50,10,10,70,80,0.4,0.55,0.5,0.27,0.26,26,43,11,8,9,40,25,20,0,25,65,45,45,30,60,100,80,70,60,100,0.38,0.31,0.41,0.41,0.43,0.34,0.32,0.35,0.37,0.35,0.28,0.37,0.24,0.22,0.22,2,1,2,3,3,65,25,45,60,100,0.34,0.31,0.35,0.22,0.22,0.55,0.299,0.098,0.801,0.769,0.564,0.15,0.315,0.913,0.003,65,25,10,60,100,50,10,45,70,80,116395,69304,368215,60123,79621,7,2,1,9,9,3,3,8,1,1,7,2,1,9,9,4,8,8,1,1,5,2,1,9,9,3,7,8,1,1,7,1,6,8,9,3,7,2,1,1,7,1,6,8,9,3,8,4,1,1,7,1,7,8,9,3,8,3,1,1,7,2,5,9,9,2,8,5,1,1,7,2,6,8,9,3,8,7,1,1,7,2,3,8,9,2,8,6,1,1
72,1,Chrome,M,28,1,2,3,4,5,1,0,0,0,0,0,1,1,1,1,8,3,6,2,1,22,23,31,21,12,50,8,21,41,4,20,15,25,0,10,45,70,45,40,35,70,80,80,95,75,0.41,0.49,0.3,0.27,0.5,0.35,0.27,0.3,0.4,0.31,0.24,0.24,0.4,0.33,0.19,2,2,3,2,1,45,70,80,40,10,0.35,0.27,0.4,0.4,0.5,11,3,46,31,11,50,0,55,45,20,75,30,70,60,45,90,60,85,90,70,0.32,0.41,0.26,0.54,0.41,0.5,0.37,0.53,0.3,0.35,0.18,0.22,0.21,0.16,0.24,2,3,1,1,2,75,60,55,45,45,0.5,0.22,0.26,0.54,0.35,0.576,0.463,0.061,0.311,0.513,0.336,0.93,0.42,0.094,0.406,75,70,80,40,10,45,60,55,45,45,87914,88286,41299,82209,54015,7,7,8,8,2,3,3,2,2,7,7,8,8,8,3,2,3,2,2,8,7,8,8,8,3,2,2,2,2,4,5,8,7,6,6,4,2,3,5,3,6,8,7,5,7,4,2,3,6,2,6,7,7,5,6,3,2,3,4,2,7,8,8,7,6,3,2,2,4,4,7,8,8,6,6,3,2,2,4,5,7,8,8,6,5,3,2,2,4,4
73,1,Firefox,F,53,1,2,3,4,5,0,1,1,1,0,0,0,0,1,1,9,7,10,5,1,22,11,33,13,12,29,19,18,37,4,15,10,15,20,10,50,50,70,50,35,75,75,80,90,75,0.24,0.55,0.45,0.28,0.5,0.4,0.28,0.29,0.19,0.31,0.36,0.17,0.26,0.53,0.19,2,1,3,1,1,50,10,80,20,10,0.4,0.55,0.26,0.28,0.5,26,43,9,15,11,40,25,25,30,20,65,45,60,50,45,100,80,100,95,70,0.38,0.31,0.43,0.3,0.41,0.34,0.32,0.35,0.3,0.35,0.28,0.37,0.22,0.4,0.24,2,1,3,3,2,65,25,100,95,45,0.34,0.31,0.22,0.4,0.35,0.82,0.815,0.786,0.282,0.055,0.513,0.869,0.201,0.105,0.776,65,25,100,20,10,50,10,80,95,,126999,158548,98209,129900,118453,7,3,8,2,2,3,6,1,7,7,7,3,8,2,2,3,7,2,7,7,7,3,8,2,2,3,6,2,2,8,7,2,8,8,6,3,8,2,2,5,7,2,8,7,3,3,8,1,1,7,7,2,8,8,3,3,8,1,1,5,7,3,8,6,6,3,8,1,4,4,7,2,8,6,6,3,7,1,5,4,7,3,8,7,3,3,7,1,3,8
74,1,Chrome,F,45,1,2,3,4,5,0,1,0,1,0,1,1,1,0,0,3,8,10,7,1,23,22,33,11,12,8,11,9,19,11,15,20,15,10,10,70,45,70,50,35,80,70,80,75,75,0.49,0.41,0.45,0.55,0.5,0.27,0.35,0.29,0.28,0.31,0.24,0.24,0.26,0.17,0.19,2,2,3,1,1,70,45,80,10,10,0.27,0.35,0.26,0.55,0.5,3,50,18,43,4,0,50,25,25,20,30,75,60,45,45,60,90,100,80,70,0.41,0.32,0.43,0.31,0.41,0.37,0.5,0.35,0.32,0.35,0.22,0.18,0.22,0.37,0.24,3,2,3,1,2,60,75,100,25,45,0.22,0.5,0.22,0.31,0.35,0.689,0.057,0.046,0.277,0.95,0.74,0.688,0.056,0.093,0.209,70,45,80,25,45,60,75,100,10,10,103848,77370,51554,67042,63284,7,6,9,5,5,1,2,1,4,4,8,7,9,4,5,3,4,1,7,4,8,6,9,2,5,1,2,1,4,3,9,7,9,2,1,1,2,1,8,9,9,8,9,1,1,1,4,1,9,9,9,7,9,1,1,1,1,1,7,7,8,7,9,2,4,1,2,1,9,7,9,7,9,2,5,2,3,1,9,8,9,8,9,1,3,1,1,1,7,7
75,1,Firefox,M,27,1,2,3,4,5,1,1,1,0,1,1,0,1,1,0,4,1,7,6,9,32,12,11,31,22,36,11,43,21,29,30,10,10,25,15,50,35,50,45,50,90,75,75,80,75,0.39,0.5,0.55,0.3,0.24,0.25,0.31,0.28,0.3,0.4,0.36,0.19,0.17,0.4,0.36,3,1,1,3,2,90,10,10,80,50,0.36,0.5,0.55,0.4,0.4,23,4,19,46,26,20,20,25,55,40,60,45,45,70,65,90,70,80,85,100,0.34,0.41,0.31,0.26,0.38,0.22,0.35,0.32,0.53,0.34,0.44,0.24,0.37,0.21,0.28,2,2,1,1,2,60,45,25,55,65,0.22,0.35,0.31,0.26,0.34,0.696,0.404,0.398,0.61,0.44,0.717,0.473,0.01,0.735,0.588,90,45,10,80,65,60,10,25,55,50,87781,62500,62055,70986,131599,9,8,1,9,5,1,1,8,1,4,8,7,2,8,4,1,5,9,2,3,8,7,1,7,3,1,2,6,1,5,7,1,1,4,7,2,8,7,7,2,6,2,1,5,5,5,9,9,7,4,7,2,2,4,7,2,6,9,5,3,9,4,1,6,6,2,7,9,3,3,7,3,2,5,6,1,8,9,5,3,8,3,1,6,6,1,6,8,3,6
76,1,Chrome,M,59,1,2,3,4,5,1,1,0,1,1,0,0,1,1,1,6,5,4,9,1,31,13,32,22,12,46,15,36,26,4,25,20,30,15,10,45,50,50,50,35,80,90,90,75,75,0.3,0.28,0.39,0.24,0.5,0.3,0.19,0.25,0.4,0.31,0.4,0.53,0.36,0.36,0.19,3,1,3,2,1,80,20,90,50,10,0.4,0.28,0.36,0.4,0.5,21,37,23,29,11,55,30,20,40,20,70,50,60,65,45,85,95,90,100,70,0.26,0.3,0.34,0.38,0.41,0.53,0.3,0.22,0.34,0.35,0.21,0.4,0.44,0.28,0.24,1,3,2,2,2,55,95,60,65,45,0.26,0.4,0.22,0.34,0.35,0.778,0.869,0.57,0.506,0.645,0.846,0.619,0.861,0.185,0.332,55,95,90,50,10,80,20,60,65,45,165239,129825,89707,116316,76449,1,9,9,7,1,8,1,1,2,9,1,9,9,7,1,8,1,1,2,9,1,9,9,7,1,1,1,1,1,1,9,1,7,5,5,1,9,3,5,5,9,1,7,5,5,1,9,3,5,5,9,1,7,5,5,1,1,1,1,1,5,5,8,6,2,1,5,2,4,8,5,5,8,6,2,5,2,2,4,8,5,5,9,6,1,1,1,1,1,1
77,1,Firefox,M,52,1,2,3,4,5,1,1,1,1,1,0,0,1,1,1,10,7,9,1,6,33,11,22,12,31,18,19,26,4,21,15,10,15,10,25,70,50,50,35,45,80,75,75,75,80,0.45,0.55,0.24,0.5,0.3,0.29,0.28,0.4,0.31,0.3,0.26,0.17,0.36,0.19,0.4,3,1,2,1,3,80,10,50,10,80,0.26,0.55,0.4,0.5,0.4,9,43,29,11,46,25,25,40,20,55,60,45,65,45,70,100,80,100,70,85,0.43,0.31,0.38,0.41,0.26,0.35,0.32,0.34,0.35,0.53,0.22,0.37,0.28,0.24,0.21,3,1,2,2,1,100,25,65,45,55,0.22,0.31,0.34,0.35,0.26,0.505,0.149,0.133,0.394,0.792,0.604,0.86,0.172,0.36,0.553,100,25,50,10,80,80,10,65,45,,95817,97163,98398,73401,73192,9,4,6,2,9,1,7,7,8,1,9,3,5,2,9,1,8,7,9,1,9,2,4,3,9,1,8,7,8,1,9,2,7,6,4,1,8,6,5,4,9,1,6,6,6,1,9,8,7,6,9,2,4,5,5,1,8,7,7,6,9,3,7,6,7,1,8,5,5,5,9,2,6,4,6,1,9,8,8,7,9,2,4,4,4,1,8,7,7,5
78,1,Chrome,F,40,1,2,3,4,5,0,0,0,1,0,0,0,0,1,0,4,8,2,7,1,32,22,21,11,12,23,50,31,43,11,30,20,0,10,10,50,45,40,50,35,90,70,95,75,75,0.39,0.41,0.27,0.55,0.5,0.25,0.35,0.4,0.28,0.31,0.36,0.24,0.33,0.17,0.19,3,2,2,1,1,90,45,40,10,10,0.36,0.35,0.4,0.55,0.5,36,11,41,19,4,20,50,45,25,20,60,75,60,45,45,90,90,90,80,70,0.34,0.32,0.54,0.31,0.41,0.22,0.5,0.3,0.32,0.35,0.44,0.18,0.16,0.37,0.24,2,2,1,1,2,60,75,45,25,45,0.22,0.5,0.54,0.31,0.35,0.601,0.402,0.928,0.353,0.145,0.411,0.722,0.719,0.917,0.113,60,75,45,10,45,90,45,40,25,10,128795,101222,153182,120711,144146,9,9,7,2,7,1,1,3,8,2,9,9,6,2,7,5,8,6,9,5,9,8,2,1,2,8,8,4,3,5,9,9,9,3,3,1,8,2,7,7,9,9,9,1,3,1,8,2,9,9,9,9,9,1,1,1,8,2,2,7,9,9,9,3,6,1,1,2,7,2,9,9,8,4,7,1,2,2,7,5,9,8,9,2,2,1,2,2,6,7
79,1,Chrome,F,58,1,2,3,4,5,1,1,0,1,0,0,1,1,0,1,6,9,2,8,3,31,22,21,22,23,46,26,41,50,8,25,15,0,20,15,45,50,40,45,70,80,75,95,70,80,0.3,0.24,0.27,0.41,0.49,0.3,0.4,0.4,0.35,0.27,0.4,0.36,0.33,0.24,0.24,3,2,2,2,2,80,50,40,45,70,0.4,0.4,0.4,0.35,0.27,21,29,31,11,3,55,40,45,50,0,70,65,60,75,30,85,100,90,90,60,0.26,0.38,0.54,0.32,0.41,0.53,0.34,0.3,0.5,0.37,0.21,0.28,0.16,0.18,0.22,1,2,1,2,3,55,65,45,75,60,0.26,0.34,0.54,0.5,0.22,0.981,0.184,0.086,0.624,0.517,0.865,0.446,0.102,0.558,0.617,55,50,40,75,70,80,65,45,45,60,151995,84050,70604,84573,57414,7,7,6,7,8,2,1,6,6,2,5,6,5,6,6,2,4,6,6,2,1,7,5,5,8,8,4,6,5,5,9,6,5,7,9,1,3,4,5,1,9,7,4,7,9,1,3,6,5,1,7,7,4,6,9,1,3,6,4,1,8,6,6,7,8,5,4,3,2,1,7,7,5,7,8,4,3,3,5,4,8,8,5,7,8,4,4,3,4,3
80,1,Chrome,M,31,1,2,3,4,5,1,0,0,1,0,1,1,0,1,1,2,8,6,3,9,21,22,31,23,22,41,11,46,8,26,0,20,25,15,15,40,45,45,70,50,95,70,80,80,75,0.27,0.41,0.3,0.49,0.24,0.4,0.35,0.3,0.27,0.4,0.33,0.24,0.4,0.24,0.36,2,2,3,2,2,40,45,80,70,50,0.4,0.35,0.4,0.27,0.4,31,50,21,3,29,45,50,55,0,40,60,75,70,30,65,90,90,85,60,100,0.54,0.32,0.26,0.41,0.38,0.3,0.5,0.53,0.37,0.34,0.16,0.18,0.21,0.22,0.28,1,2,1,3,2,45,75,55,60,65,0.54,0.5,0.26,0.22,0.34,0.678,0.659,0.122,0.671,0.932,0.968,0.432,0.789,0.88,0.913,40,45,55,70,50,45,75,80,60,65,63112,59802,45891,45625,52362,8,7,7,9,7,1,2,3,1,3,8,7,7,9,7,1,2,3,1,4,9,7,6,9,6,1,2,2,1,2,3,8,9,9,6,6,1,1,1,3,3,8,9,9,6,6,1,1,1,5,3,6,9,9,5,6,1,1,1,2,7,8,8,9,7,2,8,1,1,4,7,8,8,9,7,3,2,1,1,4,6,6,7,9,6,3,2,1,1,3
81,1,Chrome,M,43,1,2,3,4,5,1,1,1,1,1,1,1,1,1,0,3,1,6,8,10,23,12,31,22,33,8,4,21,11,18,15,10,25,20,15,70,35,45,45,70,80,75,80,70,80,0.49,0.5,0.3,0.41,0.45,0.27,0.31,0.3,0.35,0.29,0.24,0.19,0.4,0.24,0.26,2,1,3,2,3,70,10,80,45,80,0.27,0.5,0.4,0.35,0.26,3,11,46,50,9,0,20,55,50,25,30,45,70,75,60,60,70,85,90,100,0.41,0.41,0.26,0.32,0.43,0.37,0.35,0.53,0.5,0.35,0.22,0.24,0.21,0.18,0.22,3,2,1,2,3,60,45,55,75,100,0.22,0.35,0.26,0.5,0.22,0.629,0.107,0.007,0.552,0.596,0.623,0.731,0.933,0.464,0.205,70,10,80,45,100,60,45,55,75,80,113586,131456,112482,80771,52826,8,4,9,6,9,1,7,1,2,1,9,3,9,7,9,2,8,1,2,1,7,2,9,7,9,1,5,1,2,1,9,8,4,9,9,1,1,3,1,1,9,8,3,7,9,1,2,7,1,1,7,8,1,6,9,1,1,6,1,1,9,5,7,8,9,1,3,2,1,1,8,6,7,7,9,1,4,2,2,1,7,4,5,7,9,1,5,2,1,1
82,1,Mozilla,M,42,1,2,3,4,5,1,0,0,1,0,0,1,1,1,0,9,7,8,5,10,22,11,22,13,33,29,43,11,37,18,15,10,20,20,15,50,50,45,50,70,75,75,70,90,80,0.24,0.55,0.41,0.28,0.45,0.4,0.28,0.35,0.19,0.29,0.36,0.17,0.24,0.53,0.26,2,1,2,1,3,50,10,45,20,80,0.4,0.55,0.35,0.28,0.26,26,19,50,15,9,40,25,50,30,25,65,45,75,50,60,100,80,90,95,100,0.38,0.31,0.32,0.3,0.43,0.34,0.32,0.5,0.3,0.35,0.28,0.37,0.18,0.4,0.22,2,1,2,3,3,65,25,75,95,100,0.34,0.31,0.5,0.4,0.22,0.031,0.592,0.294,0.385,0.585,0.216,0.709,0.354,0.574,0.7,65,10,45,20,100,50,25,75,95,80,83492,64539,58897,65565,43764,7,2,5,3,9,1,6,4,7,1,5,4,5,2,9,4,6,4,1,1,4,3,4,2,9,5,2,3,3,1,5,2,9,9,9,2,7,1,1,1,4,2,8,8,9,3,7,2,7,1,4,3,9,4,9,4,2,2,6,1,5,2,9,7,9,2,8,1,3,1,4,2,7,8,9,4,7,3,4,1,3,2,2,7,9,4,8,3,3,1
83,1,Chrome,M,26,1,2,3,4,5,1,1,0,0,1,0,0,1,0,0,7,5,1,10,4,11,13,12,33,32,19,15,4,18,23,10,20,10,15,30,50,50,35,70,50,75,90,75,80,90,0.55,0.28,0.5,0.45,0.39,0.28,0.19,0.31,0.29,0.25,0.17,0.53,0.19,0.26,0.36,1,1,1,3,3,10,20,10,80,90,0.55,0.28,0.5,0.26,0.36,43,37,11,9,36,25,30,20,25,20,45,50,45,60,60,80,95,70,100,90,0.31,0.3,0.41,0.43,0.34,0.32,0.3,0.35,0.35,0.22,0.37,0.4,0.24,0.22,0.44,1,3,2,3,2,25,95,45,100,60,0.31,0.4,0.35,0.22,0.22,0.217,0.363,0.663,0.429,0.552,0.96,0.094,0.123,0.335,0.141,25,95,10,100,60,10,20,45,80,90,64687,60520,60341,46467,68692,5,7,4,8,6,3,3,6,2,3,5,6,4,7,5,3,2,7,2,3,5,6,3,6,5,6,2,5,2,4,4,4,6,7,8,3,5,3,2,2,6,5,6,6,8,6,6,5,1,2,3,3,3,6,6,5,4,4,2,2,6,6,5,7,7,4,5,3,2,2,4,5,5,6,5,4,4,4,2,3,5,6,4,6,6,4,2,3,2,2
84,1,Chrome,F,32,1,2,3,4,5,0,1,0,1,1,1,0,0,1,0,10,3,5,7,8,33,23,13,11,22,9,3,15,43,50,15,15,20,10,20,70,70,50,50,45,80,80,90,75,70,0.45,0.49,0.28,0.55,0.41,0.29,0.27,0.19,0.28,0.35,0.26,0.24,0.53,0.17,0.24,3,2,1,1,2,80,70,20,10,45,0.26,0.27,0.28,0.55,0.35,18,8,37,19,11,25,0,30,25,50,60,30,50,45,75,100,60,95,80,90,0.43,0.41,0.3,0.31,0.32,0.35,0.37,0.3,0.32,0.5,0.22,0.22,0.4,0.37,0.18,3,3,3,1,2,100,60,95,25,75,0.22,0.22,0.4,0.31,0.5,0.166,0.72,0.911,0.765,0.45,0.872,0.242,0.499,0.337,0.06,80,60,95,10,75,100,70,20,25,45,47371,46092,55895,48215,52771,9,9,7,3,6,1,1,1,7,3,9,9,9,2,4,1,1,1,5,5,7,9,5,2,2,1,1,1,5,4,9,7,4,3,4,1,1,6,7,5,9,7,2,2,4,1,3,7,6,5,8,6,1,2,3,1,2,7,7,5,9,8,4,3,4,1,2,6,7,5,9,8,3,3,4,1,2,7,7,6,8,7,2,1,3,1,2,6,6,5
85,1,Chrome,M,33,1,2,3,4,5,1,1,1,1,1,0,1,1,0,1,10,4,2,1,3,33,32,21,12,23,18,36,41,11,8,15,30,0,10,15,70,50,40,35,70,80,90,95,75,80,0.45,0.39,0.27,0.5,0.49,0.29,0.25,0.4,0.31,0.27,0.26,0.36,0.33,0.19,0.24,3,3,2,1,2,80,90,40,10,70,0.26,0.36,0.4,0.5,0.27,9,23,31,4,3,25,20,45,20,0,60,60,60,45,30,100,90,90,70,60,0.43,0.34,0.54,0.41,0.41,0.35,0.22,0.3,0.35,0.37,0.22,0.44,0.16,0.24,0.22,3,2,1,2,3,100,60,45,45,60,0.22,0.22,0.54,0.35,0.22,0.138,0.733,0.06,0.683,0.403,0.396,0.2,0.482,0.937,0.538,100,90,40,45,70,80,60,45,10,60,46552,48275,41714,41390,35141,9,9,6,6,7,1,1,1,1,1,9,9,8,7,8,1,1,3,3,1,7,6,6,3,5,1,1,1,1,1,9,7,5,4,9,1,1,2,2,1,9,9,6,4,9,1,2,5,7,1,7,5,4,2,7,1,1,1,2,1,9,8,5,5,8,1,1,1,2,1,9,9,7,5,9,1,2,3,6,1,7,5,4,3,6,1,1,1,2,1
86,1,Chrome,F,32,1,2,3,4,5,1,1,0,0,1,0,0,0,1,1,9,3,10,1,6,22,23,33,12,31,29,3,18,4,21,15,15,15,10,25,50,70,70,35,45,75,80,80,75,80,0.24,0.49,0.45,0.5,0.3,0.4,0.27,0.29,0.31,0.3,0.36,0.24,0.26,0.19,0.4,2,2,3,1,3,50,70,80,10,80,0.4,0.27,0.26,0.5,0.4,26,8,9,11,46,40,0,25,20,55,65,30,60,45,70,100,60,100,70,85,0.38,0.41,0.43,0.41,0.26,0.34,0.37,0.35,0.35,0.53,0.28,0.22,0.22,0.24,0.21,2,3,3,2,1,65,60,100,45,55,0.34,0.22,0.22,0.35,0.26,0.159,0.984,0.546,0.176,0.272,0.542,0.103,0.422,0.727,0.39,65,60,100,10,80,50,70,80,45,55,129427,141466,70131,83544,91254,7,9,9,3,9,4,1,1,7,1,7,6,7,4,6,6,1,1,7,1,5,9,9,1,6,1,1,1,2,1,7,8,9,7,6,4,3,1,3,6,6,6,6,5,5,6,2,1,6,7,8,8,8,6,1,1,1,1,1,3,8,9,9,6,7,2,2,1,4,5,6,7,7,6,6,5,2,1,5,5,6,9,9,5,4,1,1,1,2,1
87,1,Chrome,M,19,1,2,3,4,5,1,1,1,1,1,0,0,0,0,1,9,8,2,10,1,22,22,21,33,12,29,50,31,18,4,15,20,0,15,10,50,45,40,70,35,75,70,95,80,75,0.24,0.41,0.27,0.45,0.5,0.4,0.35,0.4,0.29,0.31,0.36,0.24,0.33,0.26,0.19,2,2,2,3,1,50,45,40,80,10,0.4,0.35,0.4,0.26,0.5,26,11,41,9,11,40,50,45,25,20,65,75,60,60,45,100,90,90,100,70,0.38,0.32,0.54,0.43,0.41,0.34,0.5,0.3,0.35,0.35,0.28,0.18,0.16,0.22,0.24,2,2,1,3,2,65,75,45,100,45,0.34,0.5,0.54,0.22,0.35,0.195,0.811,0.13,0.349,0.434,0.86,0.558,0.847,0.459,0.489,65,75,45,100,10,,45,40,80,45,93337,108477,60547,53275,66218,6,8,4,9,3,6,3,7,1,7,9,7,5,9,5,3,7,8,1,7,7,7,5,9,1,1,4,8,1,5,8,7,9,9,7,3,3,1,1,2,9,8,9,9,7,5,3,1,1,3,9,6,9,9,9,1,1,1,1,2,8,7,9,9,8,2,2,2,1,3,9,8,9,9,8,2,3,2,1,4,9,6,9,9,7,2,1,1,1,3
88,1,Firefox,M,24,1,2,3,4,5,1,1,1,1,1,0,1,0,0,1,9,5,8,2,3,22,13,22,21,23,29,37,50,31,8,15,20,20,0,15,50,50,45,40,70,75,90,70,95,80,0.24,0.28,0.41,0.27,0.49,0.4,0.19,0.35,0.4,0.27,0.36,0.53,0.24,0.33,0.24,2,1,2,2,2,50,20,45,40,70,0.4,0.28,0.35,0.4,0.27,26,15,11,41,3,40,30,50,45,0,65,50,75,60,30,100,95,90,90,60,0.38,0.3,0.32,0.54,0.41,0.34,0.3,0.5,0.3,0.37,0.28,0.4,0.18,0.16,0.22,2,3,2,1,3,65,95,75,45,60,0.34,0.4,0.5,0.54,0.22,0.629,0.316,0.6,0.519,0.573,0.564,0.533,0.321,0.436,0.025,65,20,75,45,70,50,95,45,40,60,69879,41388,46539,54357,41082,5,2,5,2,6,3,7,1,6,1,5,1,5,1,6,5,8,3,7,1,5,1,5,2,5,1,8,1,5,1,6,9,5,4,9,2,1,4,2,1,6,9,5,4,9,2,1,6,3,1,8,7,2,9,9,1,1,3,2,1,6,6,5,4,8,2,2,2,4,1,8,6,6,2,8,3,1,3,6,1,7,7,6,7,8,2,3,2,2,1
89,1,Chrome,M,36,1,2,3,4,5,1,1,0,1,0,1,0,0,0,1,3,5,4,7,9,23,13,32,11,22,8,15,23,19,26,15,20,30,10,15,70,50,50,50,50,80,90,90,75,75,0.49,0.28,0.39,0.55,0.24,0.27,0.19,0.25,0.28,0.4,0.24,0.53,0.36,0.17,0.36,2,1,3,1,2,70,20,90,10,50,0.27,0.28,0.36,0.55,0.4,3,37,36,43,29,0,30,20,25,40,30,50,60,45,65,60,95,90,80,100,0.41,0.3,0.34,0.31,0.38,0.37,0.3,0.22,0.32,0.34,0.22,0.4,0.44,0.37,0.28,3,3,2,1,2,60,95,60,25,65,0.22,0.4,0.22,0.31,0.34,0.076,0.064,0.525,0.224,0.001,0.483,0.35,0.891,0.436,0.544,70,95,60,25,50,60,20,90,10,65,81543,79738,69268,63493,85210,7,9,6,3,8,2,1,2,3,2,7,9,6,3,7,2,1,4,8,3,8,9,6,1,6,1,1,4,6,2,9,4,8,2,6,1,2,1,4,2,9,4,9,1,5,1,6,1,9,3,9,2,8,1,6,1,6,1,8,4,9,7,8,3,6,2,2,1,5,2,9,6,8,2,5,2,4,2,8,4,9,5,9,2,7,2,5,3,7,3
90,1,Firefox,F,33,1,2,3,4,5,0,0,0,0,1,0,1,0,1,1,9,7,10,6,1,22,11,33,31,12,29,43,18,21,4,15,10,15,25,10,50,50,70,45,35,75,75,80,80,75,0.24,0.55,0.45,0.3,0.5,0.4,0.28,0.29,0.3,0.31,0.36,0.17,0.26,0.4,0.19,2,1,3,3,1,50,10,80,80,10,0.4,0.55,0.26,0.4,0.5,26,19,9,46,11,40,25,25,55,20,65,45,60,70,45,100,80,100,85,70,0.38,0.31,0.43,0.26,0.41,0.34,0.32,0.35,0.53,0.35,0.28,0.37,0.22,0.21,0.24,2,1,3,1,2,65,25,100,55,45,0.34,0.31,0.22,0.26,0.35,0.753,0.587,0.702,0.564,0.744,0.403,0.001,0.965,0.67,0.536,65,10,100,80,10,50,80,80,55,45,53484,84824,65059,79294,66739,7,4,9,8,1,1,6,1,1,7,8,2,9,9,2,3,5,1,1,8,2,1,7,3,1,1,4,1,1,7,7,9,9,3,5,1,1,1,7,3,9,9,9,3,6,3,1,1,8,5,6,9,5,1,7,2,1,1,7,4,7,8,9,4,4,1,1,1,4,7,9,9,9,5,5,2,2,1,6,7,2,7,2,1,1,1,1,1,4,5
